DESEMPEÑO;Alumno_ID;Operativo;CURSO_NORMALIZADO;Curso;División;Ausente;Cantidad_de_palabras;Prosodia;Incluido;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;Regional;ciclo_lectivo;separador
Medio;296840;Operativo 2023 Instancia II;4°;4°;1ra;No;166;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;989;CAPITAL;QUINTA SECCION;10%;NORTE;2023;**
Básico;281376;Operativo 2023 Instancia II;4°;4°;2da;No;123;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;989;CAPITAL;QUINTA SECCION;10%;NORTE;2023;**
Medio;296798;Operativo 2023 Instancia II;4°;4°;3ra;No;151;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;989;CAPITAL;QUINTA SECCION;10%;NORTE;2023;**
Básico;310479;Operativo 2023 Instancia II;4°;4°;4ta;No;128;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;989;CAPITAL;QUINTA SECCION;10%;NORTE;2023;**
Crítico;253945;Operativo 2023 Instancia II;5°;5°;3ra;No;78;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;989;CAPITAL;QUINTA SECCION;10%;NORTE;2023;**
Crítico;248375;Operativo 2023 Instancia II;5°;5°;6º;No;117;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;989;CAPITAL;QUINTA SECCION;10%;NORTE;2023;**
Medio;378808;Operativo 2023 Instancia II;1°;1°;4ª;No;163;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;384964;Operativo 2023 Instancia II;1°;1°;4ª;No;160;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;392473;Operativo 2023 Instancia II;1°;1°;4ª;No;147;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;392969;Operativo 2023 Instancia II;1°;1°;4ª;No;143;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;403404;Operativo 2023 Instancia II;1°;1°;4ª;No;134;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Básico;350337;Operativo 2023 Instancia II;1°;1°;6ª;No;118;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;372101;Operativo 2023 Instancia II;1°;1°;6ª;No;138;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;378974;Operativo 2023 Instancia II;1°;1°;6ª;No;147;1;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;380743;Operativo 2023 Instancia II;1°;1°;6ª;No;147;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;384163;Operativo 2023 Instancia II;1°;1°;6ª;No;187;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;384187;Operativo 2023 Instancia II;1°;1°;6ª;No;211;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;384485;Operativo 2023 Instancia II;1°;1°;6ª;No;160;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;386512;Operativo 2023 Instancia II;1°;1°;6ª;No;157;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;387981;Operativo 2023 Instancia II;1°;1°;6ª;No;147;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;388159;Operativo 2023 Instancia II;1°;1°;6ª;No;163;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;388391;Operativo 2023 Instancia II;1°;1°;6ª;No;170;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;390182;Operativo 2023 Instancia II;1°;1°;6ª;No;171;1;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;391634;Operativo 2023 Instancia II;1°;1°;6ª;No;186;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;392958;Operativo 2023 Instancia II;1°;1°;6ª;No;152;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;392990;Operativo 2023 Instancia II;1°;1°;6ª;No;141;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;395304;Operativo 2023 Instancia II;1°;1°;6ª;No;127;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;402041;Operativo 2023 Instancia II;1°;1°;6ª;No;187;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;402361;Operativo 2023 Instancia II;1°;1°;6ª;No;127;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;403480;Operativo 2023 Instancia II;1°;1°;6ª;No;156;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;409599;Operativo 2023 Instancia II;1°;1°;6ª;No;154;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;412359;Operativo 2023 Instancia II;1°;1°;6ª;No;132;1;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;335644;Operativo 2023 Instancia II;3°;3°;1ª;No;205;3;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Avanzado;256305;Operativo 2023 Instancia II;3°;3°;3ª;No;181;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;248897;Operativo 2023 Instancia II;4°;4°;4ª;No;166;2;Si;Rotativo;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;991;MAIPÚ;MAIPÚ;10%;NO CORRESPONDE;2023;**
Medio;334119;Operativo 2023 Instancia II;3°;3°;4°;No;165;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;997;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Básico;295994;Operativo 2023 Instancia II;4°;4°;3°;No;125;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;997;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Crítico;305304;Operativo 2023 Instancia II;4°;4°;3°;No;97;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;997;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Crítico;381314;Operativo 2023 Instancia I;1°;1°;5;No;58;1;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1008;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;NO CORRESPONDE;2023;**
Básico;381519;Operativo 2023 Instancia I;1°;1°;5;No;110;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1008;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;NO CORRESPONDE;2023;**
Crítico;310539;Operativo 2023 Instancia II;3°;3°;4;No;59;1;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1008;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;NO CORRESPONDE;2023;**
Crítico;214466;Operativo 2023 Instancia II;6°;6°;4º;No;95;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1008;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;NO CORRESPONDE;2023;**
Básico;368136;Operativo 2023 Instancia II;2°;2°;1º;No;124;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;330033;Operativo 2023 Instancia II;2°;2°;2º;No;35;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;316859;Operativo 2023 Instancia II;3°;3°;1º;No;110;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;329035;Operativo 2023 Instancia II;3°;3°;1º;No;109;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;688045;Operativo 2023 Instancia II;3°;3°;2º;No;100;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;273495;Operativo 2023 Instancia II;3°;3°;3º;No;93;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;286655;Operativo 2023 Instancia II;3°;3°;4º;No;94;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Básico;281117;Operativo 2023 Instancia II;4°;4°;1º;No;121;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Medio;284650;Operativo 2023 Instancia II;4°;4°;3º;No;158;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Básico;248300;Operativo 2023 Instancia II;5°;5°;2º;No;150;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;252247;Operativo 2023 Instancia II;5°;5°;3°;No;96;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Medio;273405;Operativo 2023 Instancia II;5°;5°;3°;No;184;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1012;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Básico;354155;Operativo 2023 Instancia I;1°;1°;1ra;No;99;1;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1015;SAN MARTÍN;ALTO VERDE;80%;NO CORRESPONDE;2023;**
Medio;348802;Operativo 2023 Instancia I;1°;1°;2da;No;158;3;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1015;SAN MARTÍN;ALTO VERDE;80%;NO CORRESPONDE;2023;**
Crítico;360775;Operativo 2023 Instancia I;1°;1°;4ta;No;52;1;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1015;SAN MARTÍN;ALTO VERDE;80%;NO CORRESPONDE;2023;**
Básico;403175;Operativo 2023 Instancia I;1°;1°;Primera;No;102;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1023;TUNUYÁN;VISTA FLORES;80%;NO CORRESPONDE;2023;**
Crítico;357767;Operativo 2023 Instancia II;1°;1°;3ª;No;85;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1024;GODOY CRUZ;LAS TORTUGAS;80%;NO CORRESPONDE;2023;**
Crítico;292092;Operativo 2023 Instancia II;3°;3°;2°;No;112;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;294213;Operativo 2023 Instancia II;3°;3°;2°;No;132;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;294242;Operativo 2023 Instancia II;3°;3°;2°;No;112;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;294251;Operativo 2023 Instancia II;3°;3°;2°;No;91;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;294271;Operativo 2023 Instancia II;3°;3°;2°;No;144;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Medio;296297;Operativo 2023 Instancia II;3°;3°;2°;No;156;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;303723;Operativo 2023 Instancia II;3°;3°;2°;No;104;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;310238;Operativo 2023 Instancia II;3°;3°;2°;No;98;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;311147;Operativo 2023 Instancia II;3°;3°;2°;No;130;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;312291;Operativo 2023 Instancia II;3°;3°;2°;No;93;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Medio;313714;Operativo 2023 Instancia II;3°;3°;2°;No;169;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;317841;Operativo 2023 Instancia II;3°;3°;2°;No;114;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;320793;Operativo 2023 Instancia II;3°;3°;2°;No;113;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;325724;Operativo 2023 Instancia II;3°;3°;2°;No;113;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;328619;Operativo 2023 Instancia II;3°;3°;2°;No;134;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Medio;332307;Operativo 2023 Instancia II;3°;3°;2°;No;169;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;332326;Operativo 2023 Instancia II;3°;3°;2°;No;97;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;332332;Operativo 2023 Instancia II;3°;3°;2°;No;140;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;333847;Operativo 2023 Instancia II;3°;3°;2°;No;137;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;344093;Operativo 2023 Instancia II;3°;3°;2°;No;134;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Medio;522915;Operativo 2023 Instancia II;3°;3°;2°;No;146;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Medio;524501;Operativo 2023 Instancia II;3°;3°;2°;No;152;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Crítico;706187;Operativo 2023 Instancia II;3°;3°;2°;No;90;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;738411;Operativo 2023 Instancia II;3°;3°;2°;No;140;3;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1026;LUJÁN DE CUYO;UGARTECHE;80%;NO CORRESPONDE;2023;**
Básico;404985;Operativo 2023 Instancia II;1°;1°;2;No;109;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1027;MAIPÚ;CRUZ DE PIEDRA;60%;NO CORRESPONDE;2023;**
Básico;378812;Operativo 2023 Instancia II;1°;1°;4;No;117;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1027;MAIPÚ;CRUZ DE PIEDRA;60%;NO CORRESPONDE;2023;**
Crítico;313479;Operativo 2023 Instancia II;3°;3°;2;No;100;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1027;MAIPÚ;CRUZ DE PIEDRA;60%;NO CORRESPONDE;2023;**
Crítico;339835;Operativo 2023 Instancia II;3°;3°;2;No;93;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1027;MAIPÚ;CRUZ DE PIEDRA;60%;NO CORRESPONDE;2023;**
Básico;395950;Operativo 2023 Instancia II;1°;1°;1º;No;123;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1038;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Medio;274533;Operativo 2023 Instancia II;3°;3°;1º;No;167;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1038;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Crítico;322852;Operativo 2023 Instancia II;3°;3°;1º;No;96;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1038;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Medio;685572;Operativo 2023 Instancia II;3°;3°;2º;No;164;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1038;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Crítico;262113;Operativo 2023 Instancia II;4°;4°;1º;No;88;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1038;GUAYMALLÉN;VILLA NUEVA;10%;NO CORRESPONDE;2023;**
Crítico;383073;Operativo 2023 Instancia II;1°;1°;2;No;64;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1043;JUNIN;JUNIN;80%;NO CORRESPONDE;2023;**
Crítico;351845;Operativo 2023 Instancia II;1°;1°;1ª;No;11;1;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Medio;395681;Operativo 2023 Instancia II;1°;1°;3ª;No;133;3;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;370074;Operativo 2023 Instancia II;2°;2°;2ª;No;88;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;373429;Operativo 2023 Instancia II;2°;2°;2ª;No;16;1;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Medio;321622;Operativo 2023 Instancia II;3°;3°;1ª;No;146;2;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;267624;Operativo 2023 Instancia II;3°;3°;3ª;No;100;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Básico;254698;Operativo 2023 Instancia II;4°;4°;3ª;No;136;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Básico;265461;Operativo 2023 Instancia II;4°;4°;5ª;No;150;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;288378;Operativo 2023 Instancia II;4°;4°;5ª;No;66;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;227830;Operativo 2023 Instancia II;5°;5°;5ª;No;109;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;253848;Operativo 2023 Instancia II;5°;5°;5ª;No;62;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;269452;Operativo 2023 Instancia II;5°;5°;5ª;No;54;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;277670;Operativo 2023 Instancia II;5°;5°;5ª;No;89;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1052;SAN MARTÍN;PALMIRA;60%;NO CORRESPONDE;2023;**
Crítico;242142;Operativo 2023 Instancia II;5°;5°;2ª;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1053;GUAYMALLÉN;KM 11;80%;NO CORRESPONDE;2023;**
Básico;353693;Operativo 2023 Instancia II;1°;1°;1;No;107;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1054;GUAYMALLÉN;RODEO DE LA CRUZ;60%;NO CORRESPONDE;2023;**
